Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDG46,OUT018,1472.0
DRC01,OUT010,-1184.0
FDB15,OUT027,6176.0
NCA17,OUT027,4320.0
FDF10,OUT046,2352.0
FDR26,OUT027,4832.0
FDI02,OUT049,1824.0
NCM54,OUT010,160.0
FDF14,OUT013,2592.0
FDJ33,OUT010,-96.0
FDM20,OUT035,4416.0
FDC03,OUT027,5056.0
NCX05,OUT046,1792.0
NCM41,OUT027,3264.0
NCU29,OUT010,480.0
FDQ59,OUT017,1552.0
FDH46,OUT010,-224.0
FDH09,OUT013,896.0
NCD06,OUT045,512.0
FDC15,OUT035,2530.0
DRD37,OUT027,2607.0
FDT28,OUT027,4288.0
FDR28,OUT027,4576.0
FDT38,OUT017,1579.0
FDV34,OUT027,3136.0
FDY52,OUT035,1216.0
FDB34,OUT013,1488.0
DRL23,OUT018,1440.0
DRB24,OUT046,2592.0
FDJ50,OUT046,768.0
FDQ49,OUT035,2944.0
FDP20,OUT035,2330.0
FDV19,OUT027,4544.0
NCR54,OUT045,3296.0
FDO09,OUT010,2432.0
FDS57,OUT018,1908.0
FDN10,OUT049,1984.0
FDV23,OUT049,2016.0
FDY28,OUT049,3648.0
DRG51,OUT013,2816.0
FDD45,OUT019,-640.0
NCL18,OUT027,4896.0
NCM29,OUT013,2208.0
FDF17,OUT027,5024.0
FDE22,OUT017,2816.0
FDQ22,OUT017,768.0
FDS01,OUT013,3104.0
FDW35,OUT027,2496.0
FDJ33,OUT046,1952.0
NCF54,OUT035,3072.0
FDE09,OUT013,1872.0
NCE06,OUT045,2560.0
DRH49,OUT049,1440.0
FDY43,OUT045,2848.0
NCT05,OUT017,4576.0
FDZ34,OUT045,3168.0
FDL38,OUT017,1616.0
FDZ31,OUT017,3456.0
FDR14,OUT035,736.0
NCN54,OUT049,1360.0
NCC42,OUT027,4032.0
FDK08,OUT017,1696.0
FDP59,OUT013,1856.0
FDV22,OUT035,2944.0
FDD33,OUT035,4128.0
DRE60,OUT027,5568.0
FDK52,OUT046,3904.0
FDA02,OUT017,2688.0
FDM56,OUT049,1792.0
FDE57,OUT035,2496.0
FDM32,OUT045,1472.0
NCQ30,OUT027,3680.0
FDQ27,OUT027,3648.0
FDT60,OUT027,3776.0
FDU43,OUT049,4256.0
NCO55,OUT035,1792.0
FDG02,OUT045,3232.0
FDJ28,OUT013,3328.0
FDP40,OUT045,1760.0
FDJ38,OUT045,3264.0
NCC54,OUT017,4256.0
NCZ41,OUT046,2112.0
FDK38,OUT019,352.0
FDU52,OUT013,2624.0
FDC40,OUT046,1280.0
NCR30,OUT017,1296.0
NCN18,OUT017,1984.0
FDB50,OUT035,1216.0
FDG04,OUT013,3296.0
FDR26,OUT035,3264.0
NCT17,OUT018,2880.0
FDX35,OUT027,5600.0
FDS12,OUT046,1856.0
NCZ29,OUT027,3776.0
FDB38,OUT010,928.0
FDP12,OUT013,768.0
FDP22,OUT046,774.0
FDS26,OUT018,4160.0
FDR52,OUT046,3200.0
DRJ13,OUT046,2656.0
FDU48,OUT027,3904.0
FDE29,OUT035,864.0
NCT29,OUT049,1984.0
DRK37,OUT018,2944.0
FDK55,OUT046,1424.0
FDR07,OUT046,1520.0
FDO21,OUT027,5696.0
FDK46,OUT049,4512.0
FDB12,OUT045,1632.0
FDT31,OUT027,5024.0
FDJ33,OUT045,1920.0
FDC26,OUT027,3392.0
NCQ02,OUT045,3200.0
FDP08,OUT010,1200.0
FDB11,OUT027,5632.0
FDV55,OUT013,2528.0
FDW20,OUT049,2176.0
NCJ18,OUT019,-288.0
FDC41,OUT018,704.0
FDE14,OUT027,3520.0
FDG35,OUT013,3200.0
FDF45,OUT035,1184.0
FDS19,OUT027,3136.0
FDS58,OUT019,896.0
FDA26,OUT017,3936.0
FDM32,OUT049,1600.0
FDL45,OUT046,2048.0
FDZ55,OUT049,2688.0
FDY37,OUT049,2496.0
FDO46,OUT046,3328.0
FDQ60,OUT046,1824.0
FDA19,OUT018,1728.0
FDL15,OUT046,2560.0
FDM10,OUT018,3352.0
NCL05,OUT017,848.0
DRK49,OUT010,-1280.0
NCE18,OUT027,6112.0
FDG40,OUT049,416.0
DRI59,OUT045,3840.0
FDK28,OUT035,4512.0
NCD06,OUT019,-1504.0
FDO11,OUT019,2432.0
FDK27,OUT046,1936.0
FDT43,OUT027,2624.0
FDD38,OUT018,1376.0
FDA16,OUT049,3808.0
FDL14,OUT027,4416.0
NCM17,OUT049,640.0
FDD20,OUT045,2080.0
FDA40,OUT045,1376.0
FDL43,OUT045,1152.0
FDV15,OUT045,1472.0
FDE52,OUT046,1552.0
NCL17,OUT010,288.0
NCJ31,OUT045,3904.0
FDR60,OUT045,1088.0
NCA18,OUT035,2048.0
FDS21,OUT027,2880.0
FDW09,OUT035,1472.0
FDL26,OUT035,2720.0
FDS47,OUT018,992.0
FDC39,OUT046,3392.0
FDT51,OUT035,2016.0
FDK40,OUT035,4768.0
NCG19,OUT045,3936.0
FDZ07,OUT046,926.0
FDF08,OUT027,3264.0
FDO04,OUT013,1040.0
FDK41,OUT018,832.0
FDP15,OUT049,4448.0
NCD43,OUT018,1376.0
NCP18,OUT013,2528.0
FDZ51,OUT046,1542.0
DRH13,OUT035,1856.0
FDF38,OUT045,544.0
NCI43,OUT045,736.0
FDM38,OUT027,2464.0
FDS03,OUT013,928.0
DRJ47,OUT017,3136.0
FDT50,OUT010,-544.0
FDV02,OUT046,2880.0
NCG18,OUT017,1856.0
FDW52,OUT046,2816.0
FDS40,OUT035,800.0
FDN31,OUT017,3360.0
FDA37,OUT045,1920.0
FDA15,OUT046,4288.0
FDL39,OUT046,3040.0
FDJ53,OUT045,1856.0
FDX22,OUT013,3680.0
NCZ42,OUT045,4096.0
FDD56,OUT027,4800.0
FDD40,OUT017,3584.0
FDS50,OUT013,3872.0
NCN14,OUT013,3136.0
FDT15,OUT013,3200.0
NCS18,OUT027,3520.0
NCO26,OUT010,-192.0
FDF58,OUT018,608.0
NCB19,OUT013,1424.0
FDH26,OUT017,2624.0
DRB24,OUT027,4416.0
FDA49,OUT018,992.0
FDB32,OUT045,1536.0
FDI36,OUT017,3584.0
NCA17,OUT010,640.0
FDH22,OUT013,1984.0
NCM26,OUT018,2304.0
FDT15,OUT027,4928.0
FDB16,OUT018,992.0
NCP54,OUT027,3776.0
FDJ36,OUT013,1712.0
FDO28,OUT045,1840.0
FDU09,OUT013,800.0
FDF29,OUT017,2368.0
FDY08,OUT013,2240.0
DRJ59,OUT018,160.0
FDT23,OUT027,3072.0
FDU15,OUT018,224.0
FDT47,OUT013,1728.0
FDI53,OUT019,576.0
FDR59,OUT018,4224.0
FDD53,OUT035,832.0
FDY51,OUT017,3904.0
FDT04,OUT049,768.0
FDU51,OUT049,3072.0
FDG14,OUT035,2720.0
NCU06,OUT045,3936.0
DRG25,OUT046,3168.0
DRH49,OUT035,1580.0
FDN15,OUT035,2618.0
FDL43,OUT018,800.0
NCT18,OUT049,3104.0
NCB31,OUT013,4416.0
FDK57,OUT035,2048.0
FDY04,OUT019,906.0
NCP54,OUT046,2048.0
FDF41,OUT013,4096.0
FDM01,OUT045,1600.0
FDW03,OUT045,1664.0
FDF28,OUT045,2016.0
FDY37,OUT017,2624.0
FDQ03,OUT017,4288.0
FDP51,OUT027,3776.0
FDJ40,OUT017,2048.0
FDC32,OUT049,1440.0
DRI49,OUT027,2848.0
NCW54,OUT017,1005.0
FDF09,OUT017,768.0
FDP45,OUT018,4064.0
DRJ23,OUT018,2912.0
FDS59,OUT017,2016.0
FDY08,OUT046,2112.0
FDX16,OUT049,2560.0
FDY16,OUT018,2912.0
FDK32,OUT035,2864.0
FDQ22,OUT013,768.0
NCC31,OUT018,2240.0
FDG58,OUT049,2592.0
DRF48,OUT013,3328.0
DRH36,OUT049,1296.0
NCR30,OUT035,1408.0
FDB03,OUT019,1792.0
FDZ28,OUT027,3904.0
FDR35,OUT017,3584.0
DRD15,OUT027,5696.0
FDJ33,OUT019,-32.0
FDA56,OUT010,32.0
FDP56,OUT046,576.0
NCT30,OUT046,584.0
FDK15,OUT017,1664.0
FDH44,OUT018,2336.0
FDV01,OUT013,2752.0
DRG03,OUT017,2720.0
FDG50,OUT027,3264.0
FDR16,OUT010,1600.0
FDZ60,OUT046,1680.0
DRG03,OUT045,2432.0
FDS56,OUT018,4224.0
FDU33,OUT045,448.0
DRD27,OUT035,1948.0
FDW22,OUT046,3904.0
DRA24,OUT045,2794.0
FDF38,OUT049,768.0
FDX48,OUT013,2720.0
FDS58,OUT018,2400.0
FDC32,OUT046,1390.0
NCQ29,OUT045,4416.0
DRK39,OUT018,992.0
NCS38,OUT017,1984.0
DRO47,OUT013,1824.0
DRG27,OUT027,2208.0
FDC57,OUT027,5056.0
FDS55,OUT046,2304.0
NCJ06,OUT018,1664.0
FDO01,OUT019,384.0
NCM55,OUT045,3104.0
FDC52,OUT049,2752.0
FDQ15,OUT045,1184.0
NCT30,OUT027,2368.0
NCR42,OUT027,2112.0
FDD28,OUT035,1024.0
FDQ34,OUT049,1536.0
FDZ12,OUT027,4160.0
DRE13,OUT019,-544.0
NCN07,OUT019,256.0
FDM28,OUT035,3274.0
FDI10,OUT017,3083.0
FDQ25,OUT013,2976.0
FDA38,OUT010,2144.0
DRI13,OUT049,3840.0
FDY20,OUT027,3264.0
NCZ53,OUT035,3328.0
NCM31,OUT013,2336.0
DRB01,OUT017,3349.0
DRF37,OUT046,4608.0
NCF42,OUT049,2880.0
FDF16,OUT018,1984.0
FDB41,OUT013,896.0
FDR34,OUT013,4064.0
FDR15,OUT018,2176.0
NCV42,OUT019,-138.0
FDW51,OUT035,3706.0
FDU36,OUT017,1712.0
FDX60,OUT049,1280.0
FDY03,OUT035,1952.0
FDW55,OUT045,4384.0
FDT01,OUT010,1376.0
FDG58,OUT013,2688.0
FDK21,OUT017,4480.0
NCS41,OUT019,1152.0
FDS10,OUT045,3104.0
NCT53,OUT046,2720.0
FDJ28,OUT018,3004.0
FDX44,OUT045,1280.0
FDT20,OUT018,96.0
FDO44,OUT017,1920.0
NCX17,OUT049,4064.0
FDY01,OUT017,1952.0
FDJ12,OUT027,5344.0
DRK35,OUT018,32.0
FDD47,OUT019,640.0
NCM53,OUT035,1920.0
FDO45,OUT013,1552.0
NCM42,OUT010,-160.0
FDE04,OUT046,3200.0
NCI30,OUT027,6016.0
FDZ19,OUT013,2880.0
FDW57,OUT013,3072.0
FDA25,OUT013,1848.0
FDT22,OUT046,704.0
FDP51,OUT013,2032.0
FDD48,OUT027,3648.0
FDY39,OUT035,3232.0
FDO48,OUT010,1920.0
FDD23,OUT027,4928.0
DRN35,OUT027,2176.0
FDT01,OUT035,3706.0
FDC20,OUT010,-1152.0
DRJ35,OUT035,1168.0
FDB32,OUT046,1520.0
FDL24,OUT046,3072.0
NCV42,OUT035,1984.0
FDZ46,OUT046,1742.0
FDC15,OUT013,2496.0
FDD08,OUT019,-1568.0
FDY50,OUT049,1312.0
FDD36,OUT013,2016.0
FDG57,OUT027,2569.0
FDL21,OUT018,288.0
FDN16,OUT027,3520.0
FDJ09,OUT027,2624.0
FDS01,OUT010,1120.0
FDV33,OUT017,4736.0
DRE12,OUT017,1973.0
FDR07,OUT013,1660.0
FDP48,OUT010,1056.0
NCB55,OUT035,992.0
FDQ08,OUT013,1088.0
FDR34,OUT035,4224.0
FDO33,OUT046,1776.0
FDP13,OUT045,352.0
FDX12,OUT049,4352.0
NCT06,OUT049,2880.0
FDR16,OUT019,1344.0
FDE36,OUT046,2720.0
FDZ36,OUT049,3134.0
FDV13,OUT045,1472.0
NCZ17,OUT035,720.0
FDU56,OUT045,3200.0
FDM09,OUT035,2946.0
FDV02,OUT017,3072.0
FDS34,OUT018,1504.0
FDA11,OUT049,1504.0
FDP09,OUT017,3840.0
FDB29,OUT027,3776.0
FDT19,OUT017,2915.0
DRH15,OUT017,672.0
FDY38,OUT046,3936.0
FDF14,OUT027,4288.0
FDN48,OUT010,-576.0
FDQ12,OUT013,4000.0
NCJ43,OUT045,2880.0
FDE17,OUT019,822.0
FDB05,OUT035,4352.0
FDH10,OUT045,3296.0
NCR06,OUT017,832.0
FDU32,OUT018,1664.0
FDD56,OUT049,2874.0
FDO36,OUT018,2720.0
FDH16,OUT010,-576.0
FDX10,OUT018,0.0
FDZ37,OUT017,1707.0
FDU31,OUT010,1824.0
DRC49,OUT049,2304.0
FDL15,OUT045,2528.0
FDN32,OUT019,1152.0
DRH59,OUT027,3075.0
NCU29,OUT049,2464.0
FDR37,OUT019,928.0
FDS14,OUT018,2204.0
FDU02,OUT027,5568.0
FDJ08,OUT035,3328.0
NCZ06,OUT045,4320.0
FDO31,OUT049,1280.0
FDH31,OUT018,1592.0
FDS58,OUT017,2944.0
NCA53,OUT027,2496.0
FDF50,OUT046,3232.0
NCW42,OUT049,3872.0
NCQ17,OUT045,2432.0
FDK51,OUT018,4320.0
NCW41,OUT010,768.0
NCR29,OUT017,911.0
FDB08,OUT019,896.0
FDA40,OUT027,3264.0
FDL14,OUT018,2208.0
FDB47,OUT046,3456.0
FDO03,OUT035,4224.0
DRK13,OUT019,1056.0
FDX13,OUT010,2272.0
FDF52,OUT046,3008.0
FDT11,OUT013,3264.0
FDB08,OUT013,2720.0
FDQ28,OUT018,2232.0
FDD29,OUT045,4352.0
NCQ29,OUT027,6176.0
NCO02,OUT013,1120.0
FDR56,OUT010,1248.0
NCM54,OUT049,2112.0
FDP51,OUT035,2016.0
FDT38,OUT013,1472.0
FDZ20,OUT018,4064.0
FDJ53,OUT013,1996.0
FDX13,OUT049,4288.0
FDP58,OUT035,3808.0
NCK31,OUT019,-1152.0
FDA35,OUT018,1664.0
FDV37,OUT018,2976.0
NCO07,OUT027,5376.0
FDA20,OUT045,2976.0
FDZ59,OUT035,2794.0
NCY17,OUT017,848.0
FDQ28,OUT035,2762.0
FDV35,OUT017,2688.0
FDQ36,OUT013,416.0
FDD34,OUT018,2396.0
FDK51,OUT045,4672.0
FDV31,OUT035,3040.0
FDR04,OUT035,1696.0
FDR14,OUT049,640.0
DRC36,OUT010,1088.0
FDE39,OUT019,0.0
FDP57,OUT049,1792.0
FDE57,OUT046,2304.0
NCN18,OUT046,1760.0
NCQ05,OUT018,2240.0
FDW47,OUT035,2074.0
FDV46,OUT035,2674.0
NCP29,OUT045,768.0
FDE09,OUT018,1440.0
NCU06,OUT027,5664.0
FDT19,OUT010,768.0
DRF15,OUT017,2816.0
DRI51,OUT013,3008.0
NCX54,OUT013,1712.0
DRE01,OUT013,4064.0
NCB07,OUT045,3296.0
FDU50,OUT035,2016.0
FDG40,OUT035,544.0
FDW10,OUT018,2720.0
FDX51,OUT013,3424.0
NCP17,OUT045,1024.0
FDP21,OUT035,3378.0
FDL04,OUT045,1568.0
FDV23,OUT013,2048.0
FDF24,OUT046,1374.0
FDH56,OUT027,3648.0
FDB51,OUT049,896.0
FDI58,OUT027,3392.0
FDR20,OUT013,976.0
FDC51,OUT018,1760.0
FDB16,OUT027,3264.0
FDE40,OUT049,928.0
NCM17,OUT035,816.0
FDU56,OUT035,3456.0
FDS32,OUT019,640.0
FDX02,OUT049,3904.0
FDT39,OUT027,4320.0
FDE35,OUT017,1152.0
NCI42,OUT019,1696.0
DRL23,OUT046,1760.0
FDA10,OUT046,1904.0
FDA11,OUT013,1600.0
NCM06,OUT046,2464.0
NCT05,OUT035,4640.0
NCQ02,OUT010,1280.0
NCY06,OUT049,2144.0
FDY56,OUT035,4096.0
FDL02,OUT035,1824.0
NCI06,OUT035,3136.0
FDQ14,OUT045,2304.0
FDQ12,OUT017,4064.0
FDP36,OUT046,944.0
FDK21,OUT027,6080.0
FDO40,OUT045,2304.0
NCK54,OUT019,-128.0
FDY09,OUT018,2704.0
NCW30,OUT049,4544.0
NCC55,OUT027,2240.0
FDE58,OUT018,1808.0
FDR39,OUT013,3200.0
FDU28,OUT049,3232.0
FDH08,OUT017,4064.0
FDG35,OUT045,3136.0
FDG22,OUT049,704.0
FDC34,OUT035,2560.0
FDP15,OUT018,4096.0
FDK34,OUT010,2176.0
FDU45,OUT035,2080.0
FDQ04,OUT027,2144.0
FDX22,OUT018,3232.0
FDB45,OUT017,1920.0
NCH43,OUT027,5344.0
DRE60,OUT046,3676.0
FDD17,OUT027,5792.0
NCM54,OUT017,2272.0
NCH55,OUT013,2144.0
NCT06,OUT017,2976.0
FDA48,OUT027,5472.0
FDY58,OUT027,5664.0
FDO25,OUT045,3264.0
FDN50,OUT045,1600.0
FDH35,OUT035,2944.0
FDK09,OUT045,3808.0
FDO16,OUT013,1364.0
FDW11,OUT045,896.0
FDU47,OUT027,4160.0
NCQ42,OUT010,192.0
FDK55,OUT027,3264.0
FDN08,OUT049,1888.0
FDT57,OUT045,4096.0
FDJ12,OUT018,3232.0
DRL59,OUT017,992.0
NCN53,OUT046,402.0
FDO51,OUT010,-1344.0
FDK56,OUT017,3296.0
FDY12,OUT035,800.0
FDU15,OUT035,672.0
FDQ19,OUT046,4224.0
DRF15,OUT045,2624.0
DRE25,OUT019,-512.0
FDK57,OUT018,1568.0
FDD33,OUT010,1952.0
FDR34,OUT027,5792.0
FDU04,OUT045,2016.0
FDE35,OUT019,-1024.0
NCD31,OUT035,2912.0
FDJ56,OUT035,1568.0
NCU53,OUT046,2688.0
FDD39,OUT035,3840.0
NCU17,OUT019,-336.0
FDJ20,OUT046,1984.0
NCW41,OUT018,2368.0
FDL52,OUT035,608.0
FDS39,OUT035,2464.0
DRJ47,OUT045,2944.0
FDP13,OUT010,-1664.0
DRK39,OUT010,-512.0
FDF28,OUT010,128.0
FDB09,OUT045,1952.0
FDM51,OUT046,1680.0
DRM49,OUT018,192.0
DRF23,OUT013,2912.0
DRH01,OUT035,2996.0
FDH12,OUT027,3520.0
FDA28,OUT019,128.0
FDW37,OUT018,1056.0
FDF02,OUT046,1602.0
DRL37,OUT046,736.0
NCF43,OUT046,2304.0
FDH08,OUT010,1952.0
FDR34,OUT019,2176.0
NCK19,OUT049,3136.0
NCD55,OUT018,368.0
FDT27,OUT049,4032.0
FDQ57,OUT045,2304.0
FDA47,OUT035,2818.0
DRG15,OUT027,2839.0
FDE05,OUT018,2144.0
FDN46,OUT046,1472.0
FDX27,OUT027,3392.0
FDT51,OUT045,1792.0
FDU33,OUT013,544.0
FDJ16,OUT027,2496.0
FDD20,OUT019,384.0
FDT36,OUT049,384.0
DRF15,OUT027,4416.0
FDN52,OUT010,-768.0
FDC22,OUT027,4928.0
FDX15,OUT045,2400.0
FDT13,OUT013,3296.0
FDU04,OUT017,2240.0
FDU31,OUT019,1792.0
FDW59,OUT027,3264.0
NCO29,OUT046,2752.0
FDL15,OUT035,2720.0
FDI41,OUT049,2534.0
FDQ48,OUT049,1760.0
DRI39,OUT013,768.0
FDI08,OUT013,4448.0
FDC21,OUT049,1856.0
FDF58,OUT035,1184.0
FDS08,OUT010,864.0
FDE47,OUT045,2016.0
NCP18,OUT019,640.0
NCR41,OUT013,1632.0
FDA27,OUT013,4576.0
FDA43,OUT035,3392.0
FDA49,OUT045,1312.0
NCE55,OUT018,2560.0
DRM49,OUT027,2272.0
FDF22,OUT027,5344.0
FDQ15,OUT018,864.0
NCS54,OUT017,3136.0
NCY05,OUT013,672.0
FDR45,OUT046,4096.0
FDK57,OUT049,2048.0
FDF41,OUT010,2004.0
FDV21,OUT046,1856.0
FDD51,OUT046,526.0
FDF33,OUT046,1776.0
FDA38,OUT046,4032.0
FDR56,OUT045,3200.0
NCN41,OUT017,2144.0
FDC60,OUT027,3008.0
FDB47,OUT045,3456.0
DRH01,OUT013,3008.0
FDW08,OUT046,1634.0
FDF38,OUT027,2496.0
FDY32,OUT017,2640.0
FDG34,OUT049,1870.0
FDG47,OUT019,2464.0
NCF18,OUT035,3328.0
FDL39,OUT019,1086.0
NCH55,OUT035,2240.0
DRJ35,OUT049,1104.0
FDS44,OUT035,4096.0
DRE01,OUT018,3458.0
FDY39,OUT013,3168.0
FDY32,OUT018,2144.0
FDR33,OUT027,3648.0
NCP50,OUT049,1408.0
FDZ47,OUT018,1312.0
FDU57,OUT049,2528.0
FDY44,OUT013,3456.0
DRH59,OUT018,768.0
FDB03,OUT027,5824.0
FDY46,OUT045,3200.0
FDM39,OUT045,2752.0
FDY36,OUT035,1376.0
NCM55,OUT035,3264.0
FDJ50,OUT010,-1216.0
DRL60,OUT013,2560.0
NCJ54,OUT049,4000.0
FDX59,OUT017,544.0
FDI07,OUT013,3520.0
DRF51,OUT010,-1696.0
FDM14,OUT017,2048.0
FDP21,OUT045,3168.0
FDE40,OUT035,1088.0
FDE05,OUT035,2738.0
FDM13,OUT027,3904.0
FDC34,OUT027,4288.0
NCI55,OUT018,1792.0
NCE43,OUT018,2400.0
FDW58,OUT018,1508.0
FDG60,OUT045,4032.0
FDV31,OUT017,3072.0
FDR47,OUT013,3360.0
FDM60,OUT019,-1402.0
NCF06,OUT018,4096.0
NCN26,OUT027,3648.0
FDQ59,OUT049,1568.0
FDF09,OUT046,394.0
NCS06,OUT017,4736.0
FDT44,OUT046,1872.0
FDI19,OUT017,4416.0
FDT22,OUT017,928.0
NCF54,OUT027,4608.0
DRG25,OUT045,3168.0
FDB59,OUT017,3616.0
FDQ37,OUT017,3456.0
FDP56,OUT035,768.0
FDW44,OUT035,3114.0
FDJ26,OUT010,1720.0
FDU43,OUT018,3904.0
FDW33,OUT045,1536.0
NCX53,OUT027,4192.0
FDN56,OUT010,320.0
DRF15,OUT049,2664.0
FDO33,OUT017,1984.0
FDZ39,OUT010,-128.0
NCJ19,OUT017,976.0
FDU01,OUT035,3520.0
FDT12,OUT035,4096.0
NCM18,OUT018,512.0
FDP19,OUT017,2171.0
NCR42,OUT049,448.0
FDN10,OUT046,1904.0
FDG44,OUT017,864.0
FDQ10,OUT046,2848.0
DRH13,OUT049,1776.0
FDT52,OUT013,4320.0
FDM56,OUT045,1696.0
NCO43,OUT010,-288.0
NCV29,OUT035,3200.0
NCF06,OUT013,4512.0
FDO50,OUT035,1632.0
FDT59,OUT013,4032.0
FDX40,OUT027,2176.0
FDE50,OUT017,3456.0
FDX51,OUT017,3584.0
NCD30,OUT018,1408.0
FDK15,OUT013,1600.0
FDL12,OUT045,832.0
FDK46,OUT017,4640.0
DRH49,OUT010,-512.0
FDQ57,OUT046,2464.0
FDY59,OUT017,1683.0
FDO09,OUT018,4128.0
NCG30,OUT035,2176.0
FDM09,OUT017,2947.0
NCN17,OUT027,3392.0
NCS42,OUT013,1488.0
FDD02,OUT019,128.0
FDE34,OUT013,3072.0
FDU38,OUT045,3008.0
FDB33,OUT046,2656.0
NCJ29,OUT017,1536.0
FDZ27,OUT035,858.0
FDI40,OUT013,1568.0
FDG22,OUT013,768.0
FDT51,OUT017,2016.0
FDF20,OUT018,3008.0
FDV50,OUT035,2048.0
FDT02,OUT049,704.0
DRC49,OUT017,2528.0
FDF26,OUT049,2560.0
FDV52,OUT035,2048.0
FDX59,OUT049,416.0
FDV25,OUT035,4032.0
FDW23,OUT027,2144.0
FDE53,OUT018,1376.0
FDA19,OUT017,2304.0
FDH22,OUT046,1890.0
NCO41,OUT013,1632.0
FDX12,OUT017,4480.0
FDF17,OUT013,3360.0
FDS11,OUT045,3776.0
FDR51,OUT035,2496.0
FDT49,OUT010,-512.0
FDC56,OUT013,1888.0
FDR13,OUT027,3776.0
FDQ60,OUT035,2048.0
FDN38,OUT049,4224.0
NCL29,OUT013,2560.0
FDO13,OUT027,4448.0
FDE26,OUT018,1920.0
FDA31,OUT010,736.0
FDX14,OUT035,1344.0
FDA34,OUT045,2944.0
FDF26,OUT013,2624.0
FDE38,OUT045,2560.0
DRI11,OUT046,1792.0
FDQ60,OUT027,3616.0
FDL21,OUT027,2496.0
DRC12,OUT027,5056.0
FDC47,OUT046,3776.0
FDE57,OUT045,2176.0
FDT14,OUT045,1824.0
NCZ53,OUT046,3168.0
FDE28,OUT018,3504.0
FDR19,OUT035,2400.0
NCF54,OUT019,960.0
FDZ08,OUT046,1280.0
NCJ05,OUT018,2304.0
FDF59,OUT046,2032.0
NCO05,OUT035,1778.0
FDW24,OUT018,288.0
NCX42,OUT018,2432.0
NCA53,OUT035,980.0
FDI45,OUT019,1024.0
FDG46,OUT046,1846.0
FDM20,OUT010,2240.0
FDW11,OUT010,-1088.0
FDX08,OUT035,3264.0
NCK17,OUT035,816.0
FDK32,OUT018,2244.0
NCA42,OUT035,2880.0
DRI01,OUT035,3188.0
NCL55,OUT049,4416.0
DRE25,OUT018,1136.0
FDD14,OUT017,3131.0
FDB10,OUT046,4000.0
DRN11,OUT035,2352.0
FDP38,OUT018,320.0
NCA30,OUT017,3296.0
FDT15,OUT017,3328.0
NCP55,OUT018,672.0
FDF12,OUT035,2464.0
FDM21,OUT018,4096.0
FDX56,OUT035,3840.0
FDF10,OUT017,2560.0
FDT32,OUT045,3232.0
FDM51,OUT018,1344.0
NCR50,OUT018,2368.0
FDI19,OUT049,4224.0
FDX21,OUT017,1792.0
FDR31,OUT035,2474.0
FDY02,OUT013,4544.0
NCA29,OUT045,2848.0
NCX17,OUT046,3936.0
FDM12,OUT045,3232.0
FDI53,OUT027,4480.0
NCU30,OUT049,2784.0
FDC56,OUT027,3584.0
FDK27,OUT018,1664.0
NCK18,OUT017,3008.0
FDB52,OUT019,2560.0
DRG25,OUT027,5056.0
FDZ13,OUT049,640.0
FDB57,OUT019,2048.0
FDR40,OUT046,1424.0
NCO14,OUT019,-1280.0
NCN19,OUT045,3264.0
FDQ28,OUT019,640.0
FDO13,OUT018,2240.0
FDK48,OUT013,1344.0
FDU07,OUT018,2060.0
FDW20,OUT046,2176.0
FDV12,OUT010,-288.0
FDH24,OUT013,2784.0
FDV59,OUT049,3744.0
FDK57,OUT045,1856.0
FDL16,OUT027,2128.0
NCQ17,OUT046,2464.0
FDJ15,OUT018,2848.0
FDX24,OUT049,1632.0
FDT47,OUT046,1598.0
FDT10,OUT049,960.0
FDZ37,OUT018,1184.0
FDW43,OUT027,5824.0
DRN36,OUT017,1728.0
FDJ14,OUT045,1288.0
FDA32,OUT013,3808.0
FDJ38,OUT019,1408.0
FDQ57,OUT017,2624.0
NCQ41,OUT019,1248.0
FDG56,OUT049,896.0
DRC13,OUT027,4032.0
FDV55,OUT035,2666.0
FDQ49,OUT045,2720.0
FDE29,OUT010,-1344.0
FDR03,OUT013,3680.0
FDD45,OUT049,1408.0
FDN38,OUT010,2144.0
FDT56,OUT046,768.0
FDT48,OUT045,3424.0
FDU03,OUT049,3136.0
FDC56,OUT010,-224.0
NCO43,OUT027,3264.0
FDQ27,OUT017,1808.0
FDR03,OUT046,3648.0
DRH23,OUT010,-1408.0
FDG22,OUT045,512.0
NCJ42,OUT013,1760.0
FDR24,OUT046,1482.0
FDW60,OUT035,3242.0
FDJ08,OUT013,3200.0
DRL59,OUT018,448.0
FDG60,OUT010,2048.0
FDW27,OUT017,2576.0
FDX14,OUT018,768.0
FDC20,OUT013,960.0
NCS29,OUT018,4128.0
FDJ56,OUT046,1376.0
FDB20,OUT019,-864.0
FDL28,OUT027,5728.0
FDW01,OUT018,2108.0
FDL03,OUT046,3520.0
FDX22,OUT049,3616.0
FDJ21,OUT035,2722.0
FDR31,OUT045,2304.0
FDG21,OUT035,2618.0
FDS22,OUT027,2624.0
FDK08,OUT035,1664.0
FDE17,OUT018,2276.0
NCN30,OUT017,1728.0
FDT50,OUT046,1440.0
NCX42,OUT049,2784.0
FDJ12,OUT035,3776.0
NCA18,OUT027,3584.0
FDP23,OUT019,1792.0
FDX12,OUT013,4352.0
FDN40,OUT018,2080.0
FDV48,OUT035,1472.0
NCY54,OUT013,2720.0
FDL16,OUT010,-1632.0
FDR45,OUT018,3840.0
FDJ52,OUT046,2656.0
